Day,Count
2021-04-27,1380
2021-04-28,1830
2021-04-29,1678
2021-04-30,1731
2021-05-01,3470
2021-05-02,984
2021-05-03,1450
2021-05-04,2152
2021-05-05,1696
2021-05-06,1779
2021-05-07,1659
2021-05-08,1708
2021-05-09,1102
2021-05-10,2294
2021-05-11,3841
2021-05-12,2136
2021-05-13,2085
2021-05-14,2219
2021-05-15,1648
2021-05-16,1488
2021-05-17,2304
2021-05-18,3114
2021-05-19,2079
2021-05-20,2019
2021-05-21,2188
2021-05-22,1792
2021-05-23,1347
2021-05-24,1866
2021-05-25,1986
2021-05-26,1723
2021-05-27,1907
2021-05-28,1709
2021-05-29,1331
2021-05-30,1337
2021-05-31,1811
2021-06-01,1806
2021-06-02,1822
2021-06-03,2312
2021-06-04,2342
2021-06-05,1498
2021-06-06,1298
2021-06-07,1950
2021-06-08,2477
2021-06-09,1852
2021-06-10,1896
2021-06-11,2106
2021-06-12,1404
2021-06-13,1304
2021-06-14,3135
2021-06-15,1987
2021-06-16,8558
2021-06-17,2129
2021-06-18,1812
2021-06-19,4023
2021-06-20,1255
2021-06-21,2114
2021-06-22,2690
2021-06-23,1922
2021-06-24,1848
2021-06-25,1658
2021-06-26,1173
2021-06-27,910
2021-06-28,1902
2021-06-29,1404
2021-06-30,1629
2021-07-01,1763
2021-07-02,2210
2021-07-03,1103
2021-07-04,1033
2021-07-05,1273
2021-07-06,1382
2021-07-07,1987
2021-07-08,1786
2021-07-09,1650
2021-07-10,1124
2021-07-11,1063
2021-07-12,1629
2021-07-13,1846
2021-07-14,1795
2021-07-15,1575
2021-07-16,1760
2021-07-17,1251
2021-07-18,1316
2021-07-19,1430
2021-07-20,1523
2021-07-21,1804
2021-07-22,2183
2021-07-23,2110
2021-07-24,1395
2021-07-25,1361
2021-07-26,1700
2021-07-27,1456
2021-07-28,1698
2021-07-29,1605
2021-07-30,1502
2021-07-31,1025
2021-08-01,1387
2021-08-02,1671
2021-08-03,1778
2021-08-04,2064
2021-08-05,1469
2021-08-06,1508
2021-08-07,1210
2021-08-08,1203
2021-08-09,1747
2021-08-10,1650
2021-08-11,1630
2021-08-12,1797
2021-08-13,1794
2021-08-14,2039
2021-08-15,1137
2021-08-16,1618
2021-08-17,2333
2021-08-18,2176
2021-08-19,1857
2021-08-20,1938
2021-08-21,2504
2021-08-22,1947
2021-08-23,3051
2021-08-24,1659
2021-08-25,2054
2021-08-26,2094
2021-08-27,2793
2021-08-28,2201
2021-08-29,1661
2021-08-30,1850
2021-08-31,2404
2021-09-01,2951
2021-09-02,1915
2021-09-03,2233
2021-09-04,2286
2021-09-05,1022
2021-09-06,1676
2021-09-07,1802
2021-09-08,3331
2021-09-09,2377
2021-09-10,2783
2021-09-11,1644
2021-09-12,1358
2021-09-13,1998
2021-09-14,1984
2021-09-15,1977
2021-09-16,2084
2021-09-17,1707
2021-09-18,1168
2021-09-19,1064
2021-09-20,1833
2021-09-21,3833
2021-09-22,4839
2021-09-23,3844
2021-09-24,2755
2021-09-25,2016
2021-09-26,2171
2021-09-27,2771
2021-09-28,2011
2021-09-29,2191
2021-09-30,2438
2021-10-01,2162
2021-10-02,1632
2021-10-03,1507
2021-10-04,1904
2021-10-05,2455
2021-10-06,2719
2021-10-07,1978
2021-10-08,1546
2021-10-09,1278
2021-10-10,1532
2021-10-11,4345
2021-10-12,2027
2021-10-13,4800
2021-10-14,1766
2021-10-15,1776
2021-10-16,1253
2021-10-17,1392
2021-10-18,2233
2021-10-19,2292
2021-10-20,1948
2021-10-21,1833
2021-10-22,1914
2021-10-23,2194
2021-10-24,1350
2021-10-25,1671
2021-10-26,2095
2021-10-27,4977
2021-10-28,2036
2021-10-29,1720
2021-10-30,1108
2021-10-31,1479
2021-11-01,1873
2021-11-02,2853
2021-11-03,2607
2021-11-04,2249
2021-11-05,1685
2021-11-06,1195
2021-11-07,1269
2021-11-08,2170
2021-11-09,2027
2021-11-10,2030
2021-11-11,1850
2021-11-12,1566
2021-11-13,1377
2021-11-14,1423
2021-11-15,1803
2021-11-16,1831
2021-11-17,2328
2021-11-18,1958
2021-11-19,1717
2021-11-20,1109
2021-11-21,1055
2021-11-22,1984
2021-11-23,1540
